NZHSC Code Hierarchy - NZHSC Level 2 Code,NZHSC Code Hierarchy - NZHSC Level 4 Code,NZHSC Code Hierarchy - NZHSC Level 6 Code,NZHSC Description Hierarchy - NZHSC Level 2 Description,NZHSC Description Hierarchy - NZHSC Level 4 Description,NZHSC Description Hierarchy - NZHSC Level 6 Description,Primary Industry Sector,SOPI Forecast Group,Granular Group
07,0701,070110,Vegetables and certain roots and tubers; edible,Potatoes; fresh or chilled,"Vegetables; seed potatoes, fresh or chilled",Arable,Other Arable,Unknown
10,1002,100290,Cereals,Rye,"Cereals; rye, other than seed",Arable,Other Arable,Unknown
10,1008,100840,Cereals,"Buckwheat, millet and canary seeds; other cereals",Cereals; fonio (Digitaria spp.),Arable,Other Arable,Unknown
12,1201,120100,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Soya beans, whether or not broken",Soya beans; whether or not broken,Arable,Other Arable,Unknown
12,1201,120110,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Soya beans, whether or not broken","Soya beans; seed, whether or not broken",Arable,Other Arable,Unknown
12,1201,120190,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Soya beans, whether or not broken","Soya beans; other than seed, whether or not broken",Arable,Other Arable,Unknown
12,1204,120400,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds; linseed, whether or not broken","Oil seeds; linseed, whether or not broken",Arable,Other Arable,Unknown
12,1205,120500,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Rape or colza seeds; whether or not broken,"Oil seeds; rape or colza seeds, whether or not broken",Arable,Other Arable,Unknown
12,1205,120510,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Rape or colza seeds; whether or not broken,"Oil seeds; low erucic acid rape or colza seeds, whether or not broken",Arable,Other Arable,Unknown
12,1205,120590,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Rape or colza seeds; whether or not broken,"Oil seeds; rape or colza seeds, other than low erucic, whether or not broken",Arable,Other Arable,Unknown
12,1206,120600,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",Sunflower seeds; whether or not broken,"Oil seeds; sunflower seeds, whether or not broken",Arable,Other Arable,Unknown
12,1207,120710,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; palm nuts and kernels, whether or not broken",Arable,Other Arable,Unknown
12,1207,120720,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; cotton seeds, whether or not broken",Arable,Other Arable,Unknown
12,1207,120721,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; cotton seeds, seed, whether or not broken",Arable,Other Arable,Unknown
12,1207,120729,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; cotton seeds, other than seed, whether or not broken",Arable,Other Arable,Unknown
12,1207,120730,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; castor oil seeds, whether or not broken",Arable,Other Arable,Unknown
12,1207,120740,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; sesamum seeds, whether or not broken",Arable,Other Arable,Unknown
12,1207,120750,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder","Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken","Oil seeds; mustard seeds, whether or not broken",Arable,Other Arable,Unknown
