NZHSC Code Hierarchy - NZHSC Level 2 Code,NZHSC Code Hierarchy - NZHSC Level 4 Code,NZHSC Code Hierarchy - NZHSC Level 6 Code,NZHSC Description Hierarchy - NZHSC Level 2 Description,NZHSC Description Hierarchy - NZHSC Level 4 Description,NZHSC Description Hierarchy - NZHSC Level 6 Description,Primary Industry Sector,SOPI Forecast Group,Granular Group
07,0704,070410,Vegetables and certain roots and tubers; edible,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled","Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0704,070420,Vegetables and certain roots and tubers; edible,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled","Vegetables, brassica; brussel sprouts, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0704,070490,Vegetables and certain roots and tubers; edible,"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled","Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0705,070511,Vegetables and certain roots and tubers; edible,Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0705,070519,Vegetables and certain roots and tubers; edible,Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0705,070521,Vegetables and certain roots and tubers; edible,Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled,"Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0705,070529,Vegetables and certain roots and tubers; edible,Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled,"Vegetables; chicory (cichorium spp.), (other than witloof chicory), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0706,070610,Vegetables and certain roots and tubers; edible,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled","Vegetables, root; carrots and turnips, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0706,070690,Vegetables and certain roots and tubers; edible,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled","Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0707,070700,Vegetables and certain roots and tubers; edible,Cucumbers and gherkins; fresh or chilled,"Vegetables; cucumbers and gherkins, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0708,070810,Vegetables and certain roots and tubers; edible,"Leguminous vegetables; shelled or unshelled, fresh or chilled","Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0708,070820,Vegetables and certain roots and tubers; edible,"Leguminous vegetables; shelled or unshelled, fresh or chilled","Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0708,070890,Vegetables and certain roots and tubers; edible,"Leguminous vegetables; shelled or unshelled, fresh or chilled","Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070910,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; globe artichokes, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070920,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; asparagus, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070930,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; aubergines, (e.g. plants), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070940,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; celery (other than celeriac), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070951,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; mushrooms of the genus Agaricus, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070952,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; truffles, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070953,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; mushrooms of the genus Cantharellus, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070954,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; shiitake mushrooms (Lentinus edodes), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070955,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; matsutake mushrooms (Tricholoma matsutake, Tricholoma magnivelare, Tricholoma anatolicum, Tricholoma dulciolens, Tricholoma caligatum), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070956,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; truffles (Tuber spp.), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070959,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; truffles and mushrooms (other than of the genus Agaricus), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070960,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070970,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070990,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; edible, n.e.c. in chapter 7, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070991,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; globe artichokes, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070992,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; olives, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070993,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0709,070999,Vegetables and certain roots and tubers; edible,"Vegetables; n.e.c. in chapter 07, fresh or chilled","Vegetables; edible, n.e.c. in chapter 07, fresh or chilled",Horticulture,Other Fresh Vegetables,Unknown
07,0714,071410,Vegetables and certain roots and tubers; edible,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",Horticulture,Other Fresh Vegetables,Unknown
07,0714,071420,Vegetables and certain roots and tubers; edible,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",Horticulture,Other Fresh Vegetables,Unknown
07,0710,071022,Vegetables and certain roots and tubers; edible,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0710,071029,Vegetables and certain roots and tubers; edible,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,"Vegetables, leguminous; (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0710,071030,Vegetables and certain roots and tubers; edible,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,"Vegetables; spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0710,071080,Vegetables and certain roots and tubers; edible,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,"Vegetables; uncooked or cooked by steaming or boiling in water, n.e.c. in heading no. 0710, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0710,071090,Vegetables and certain roots and tubers; edible,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0714,071490,Vegetables and certain roots and tubers; edible,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content; fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith","Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form; sago p",Horticulture,Other Frozen Vegetables,Unknown
20,2004,200490,"Preparations of vegetables, fruit, nuts or other parts of plants","Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006","Vegetable preparations; vegetables and mixtures of vegetables (excluding potatoes), prepared or preserved otherwise than by vinegar or acetic acid, frozen",Horticulture,Other Frozen Vegetables,Unknown
07,0711,071110,Vegetables and certain roots and tubers; edible,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption","Vegetables; onions, provisionally preserved by sulphur dioxide gas, but unsuitable in that state for immediate consumption",Horticulture,Other Processed Vegetables,Unknown
07,0711,071120,Vegetables and certain roots and tubers; edible,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption","Vegetables; olives, provisionally preserved but unsuitable in that state for immediate consumption",Horticulture,Other Processed Vegetables,Unknown
07,0711,071130,Vegetables and certain roots and tubers; edible,"Vegetables provisionally preserved; (e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption","Vegetables; capers, provisionally preserved but unsuitable in that state for immediate consumption",Horticulture,Other Processed Vegetables,Unknown
